"ID","First.name","Surname","Playing.for","Jumper.No.","Season","Round","Date","Kicks","Handballs","Disposals","Marks","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Venue","Attendance","Home.team","Away.team","Home.score","Away.score"
854,"Cain","Ackland","St Kilda",28,2006,"1","2006-03-30",5,2,7,3,0,0,6,1,1,2,2,2,2,2,0,4,3,0,0,0,0,0,"Subiaco",40036,"West Coast","St Kilda",84,66
967,"Steven","Baker","St Kilda",10,2006,"1","2006-03-30",7,2,9,4,0,0,0,1,2,0,1,0,0,0,0,3,6,0,0,1,0,0,"Subiaco",40036,"West Coast","St Kilda",84,66
1430,"Luke","Ball","St Kilda",14,2006,"1","2006-03-30",6,5,11,3,0,0,0,6,1,1,2,3,2,1,0,6,6,0,0,1,4,0,"Subiaco",40036,"West Coast","St Kilda",84,66
974,"Jason","Blake","St Kilda",27,2006,"1","2006-03-30",8,10,18,6,0,0,13,2,2,4,5,2,1,0,0,7,11,0,0,2,3,0,"Subiaco",40036,"West Coast","St Kilda",84,66
1132,"Nick","Dal Santo","St Kilda",26,2006,"1","2006-03-30",8,9,17,1,0,0,0,5,2,4,3,0,1,0,0,9,8,0,0,1,1,0,"Subiaco",40036,"West Coast","St Kilda",84,66
3975,"Sam","Fisher","St Kilda",25,2006,"1","2006-03-30",9,4,13,6,0,0,0,4,3,0,0,1,2,1,0,5,9,0,0,3,2,0,"Subiaco",40036,"West Coast","St Kilda",84,66
976,"Fraser","Gehrig","St Kilda",9,2006,"1","2006-03-30",7,2,9,4,2,4,0,0,0,1,0,3,1,0,0,6,3,3,2,2,0,0,"Subiaco",40036,"West Coast","St Kilda",84,66
1443,"Brendon","Goddard","St Kilda",18,2006,"1","2006-03-30",17,5,22,10,0,0,0,3,4,4,1,1,0,1,0,3,17,0,0,1,1,0,"Subiaco",40036,"West Coast","St Kilda",84,66
1462,"Jason","Gram","St Kilda",15,2006,"1","2006-03-30",17,8,25,9,0,0,0,4,10,0,2,0,0,0,0,7,14,0,1,3,2,0,"Subiaco",40036,"West Coast","St Kilda",84,66
171,"Aaron","Hamill","St Kilda",2,2006,"1","2006-03-30",5,2,7,2,0,1,0,2,0,3,2,1,1,1,0,5,2,1,1,0,0,1,"Subiaco",40036,"West Coast","St Kilda",84,66
930,"Robert","Harvey","St Kilda",35,2006,"1","2006-03-30",16,11,27,8,1,1,0,6,2,4,3,2,1,0,1,9,18,0,2,2,0,0,"Subiaco",40036,"West Coast","St Kilda",84,66
966,"Lenny","Hayes","St Kilda",7,2006,"1","2006-03-30",18,8,26,7,3,0,0,7,3,6,5,0,0,0,0,9,17,1,0,2,6,0,"Subiaco",40036,"West Coast","St Kilda",84,66
955,"Max","Hudghton","St Kilda",8,2006,"1","2006-03-30",9,4,13,6,0,0,0,1,0,1,0,0,1,0,0,2,11,0,0,6,0,0,"Subiaco",40036,"West Coast","St Kilda",84,66
1136,"Matt","Maguire","St Kilda",31,2006,"1","2006-03-30",10,5,15,3,0,0,0,2,3,3,1,3,2,1,0,4,10,0,0,8,0,0,"Subiaco",40036,"West Coast","St Kilda",84,66
978,"Stephen","Milne","St Kilda",44,2006,"1","2006-03-30",12,1,13,6,0,0,0,2,1,4,0,0,0,0,0,2,11,0,0,1,0,1,"Subiaco",40036,"West Coast","St Kilda",84,66
1214,"Allan","Murray","St Kilda",20,2006,"1","2006-03-30",1,3,4,0,0,0,0,3,0,1,1,1,0,1,0,2,2,0,0,3,2,0,"Subiaco",40036,"West Coast","St Kilda",84,66
