"ID","First.name","Surname","Playing.for","Jumper.No.","Season","Round","Date","Kicks","Handballs","Disposals","Marks","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Venue","Attendance","Home.team","Away.team","Home.score","Away.score"
2536,"Doug","Beasy","Carlton",17,1954,"1","1954-04-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
9430,"Alex","Boyle","Carlton",6,1954,"1","1954-04-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
1554,"John","Brown","Carlton",16,1954,"1","1954-04-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
2682,"John","Chick","Carlton",23,1954,"1","1954-04-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
1620,"Bruce","Comben","Carlton",15,1954,"1","1954-04-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
2842,"Vin","English","Carlton",14,1954,"1","1954-04-17",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
1717,"George","Ferry","Carlton",25,1954,"1","1954-04-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
2931,"Graham","Gilchrist","Carlton",28,1954,"1","1954-04-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
1781,"Ken","Hands","Carlton",1,1954,"1","1954-04-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
1819,"Jack","Howell","Carlton",13,1954,"1","1954-04-17",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
9492,"George","Ilsley","Carlton",27,1954,"1","1954-04-17",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
1835,"John","James","Carlton",10,1954,"1","1954-04-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
9493,"Graham","Kerr","Carlton",35,1954,"1","1954-04-17",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
1989,"Jack","Mills","Carlton",9,1954,"1","1954-04-17",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
3359,"Bill","Milroy","Carlton",2,1954,"1","1954-04-17",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
2035,"Noel","OBrien","Carlton",26,1954,"1","1954-04-17",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
9360,"Max","Thomas","Carlton",34,1954,"1","1954-04-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
2254,"Keith","Warburton","Carlton",7,1954,"1","1954-04-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
2263,"Max","Wenn","Carlton",18,1954,"1","1954-04-17",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
3930,"Denis","Zeunert","Carlton",19,1954,"1","1954-04-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
9303,"Bob","Atkinson","Sydney",4,1954,"1","1954-04-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
2598,"Keith","Browning","Sydney",26,1954,"1","1954-04-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Oval",38000,"Sydney","Carlton",84,79
