"ID","First.name","Surname","Playing.for","Jumper.No.","Season","Round","Date","Kicks","Handballs","Disposals","Marks","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Venue","Attendance","Home.team","Away.team","Home.score","Away.score"
12,"Mark","Bickley","Adelaide",26,1995,"1","1995-03-31",5,3,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"M.C.G.",24882,"North Melbourne","Adelaide",79,76
15,"David","Brown","Adelaide",21,1995,"1","1995-03-31",14,4,18,3,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"M.C.G.",24882,"North Melbourne","Adelaide",79,76
2,"Brett","Chalmers","Adelaide",19,1995,"1","1995-03-31",6,1,7,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,"M.C.G.",24882,"North Melbourne","Adelaide",79,76
19,"Matthew","Connell","Adelaide",14,1995,"1","1995-03-31",18,10,28,5,1,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,"M.C.G.",24882,"North Melbourne","Adelaide",79,76
13,"Tony","Hall","Adelaide",9,1995,"1","1995-03-31",6,6,12,4,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"M.C.G.",24882,"North Melbourne","Adelaide",79,76
3,"Rod","Jameson","Adelaide",35,1995,"1","1995-03-31",7,2,9,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"M.C.G.",24882,"North Melbourne","Adelaide",79,76
8,"Andrew","Jarman","Adelaide",2,1995,"1","1995-03-31",8,5,13,3,2,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,"M.C.G.",24882,"North Melbourne","Adelaide",79,76
7,"Matthew","Kluzek","Adelaide",31,1995,"1","1995-03-31",8,2,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"M.C.G.",24882,"North Melbourne","Adelaide",79,76
1,"Scott","Lee","Adelaide",13,1995,"1","1995-03-31",17,5,22,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"M.C.G.",24882,"North Melbourne","Adelaide",79,76
11,"Jason","McCartney","Adelaide",8,1995,"1","1995-03-31",8,5,13,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"M.C.G.",24882,"North Melbourne","Adelaide",79,76
17,"Chris","McDermott","Adelaide",10,1995,"1","1995-03-31",15,17,32,5,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,"M.C.G.",24882,"North Melbourne","Adelaide",79,76
18,"Tony","McGuinness","Adelaide",11,1995,"1","1995-03-31",18,7,25,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"M.C.G.",24882,"North Melbourne","Adelaide",79,76
6,"Martin","McKinnon","Adelaide",28,1995,"1","1995-03-31",6,12,18,5,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"M.C.G.",24882,"North Melbourne","Adelaide",79,76
