"ID","First.name","Surname","Playing.for","Jumper.No.","Season","Round","Date","Kicks","Handballs","Disposals","Marks","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Venue","Attendance","Home.team","Away.team","Home.score","Away.score"
153,"Matthew","Allan","Carlton",24,1999,"1","1999-03-25",8,4,12,6,0,0,19,0,1,3,1,1,2,5,0,7,5,2,1,0,0,0,"M.C.G.",71501,"Essendon","Carlton",110,71
190,"Brett","Backwell","Carlton",10,1999,"1","1999-03-25",2,2,4,1,0,0,0,0,0,2,0,0,0,1,0,2,2,0,0,0,0,0,"M.C.G.",71501,"Essendon","Carlton",110,71
160,"Simon","Beaumont","Carlton",29,1999,"1","1999-03-25",6,4,10,3,0,0,0,0,6,0,0,0,0,1,0,4,5,1,0,0,0,0,"M.C.G.",71501,"Essendon","Carlton",110,71
151,"Craig","Bradley","Carlton",21,1999,"1","1999-03-25",21,9,30,8,0,1,0,1,2,14,7,4,1,1,3,7,21,0,1,2,0,0,"M.C.G.",71501,"Essendon","Carlton",110,71
147,"Fraser","Brown","Carlton",20,1999,"1","1999-03-25",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"M.C.G.",71501,"Essendon","Carlton",110,71
143,"Scott","Camporeale","Carlton",16,1999,"1","1999-03-25",15,4,19,2,4,2,0,1,0,6,3,1,2,5,0,8,13,0,1,1,0,0,"M.C.G.",71501,"Essendon","Carlton",110,71
138,"Ang","Christou","Carlton",39,1999,"1","1999-03-25",8,6,14,1,0,0,0,0,3,2,0,2,3,1,0,6,7,1,0,0,0,0,"M.C.G.",71501,"Essendon","Carlton",110,71
162,"Ron","De Iulio","Carlton",34,1999,"1","1999-03-25",12,1,13,2,0,0,0,0,3,4,1,2,2,1,0,5,7,0,0,0,0,0,"M.C.G.",71501,"Essendon","Carlton",110,71
181,"Anthony","Franchina","Carlton",45,1999,"1","1999-03-25",8,6,14,5,0,2,0,0,0,2,1,2,0,2,0,4,10,1,1,1,0,0,"M.C.G.",71501,"Essendon","Carlton",110,71
171,"Aaron","Hamill","Carlton",36,1999,"1","1999-03-25",8,3,11,4,1,1,1,1,1,4,0,1,2,5,0,7,5,2,1,0,0,0,"M.C.G.",71501,"Essendon","Carlton",110,71
144,"Anthony","Koutoufides","Carlton",43,1999,"1","1999-03-25",14,10,24,9,0,0,1,0,3,2,4,2,0,0,0,9,15,2,0,0,0,0,"M.C.G.",71501,"Essendon","Carlton",110,71
