"ID","First.name","Surname","Playing.for","Jumper.No.","Season","Round","Date","Kicks","Handballs","Disposals","Marks","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Venue","Attendance","Home.team","Away.team","Home.score","Away.score"
4598,"Pat","Considine","Carlton",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4876,"Harry","Daniel","Carlton",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4624,"Fred","Elliott","Carlton",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4881,"Dick","Hart","Carlton",0,1901,"1","1901-05-04",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4882,"Jim","Loriot","Carlton",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4778,"Joe","Marr","Carlton",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4397,"Henry","McShane","Carlton",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4607,"Len","Morrison","Carlton",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4371,"Paddy","Noonan","Carlton",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4441,"Wally","OCock","Carlton",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4884,"Bill","Pettit","Carlton",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4886,"Harry","Pye","Carlton",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4646,"Charles","Raff","Carlton",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4783,"Harry","Rigby","Carlton",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4784,"Charlie","Roland","Carlton",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4785,"Charlie","Ross","Carlton",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4787,"Joe","Sullivan","Carlton",0,1901,"1","1901-05-04",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4450,"Ernie","Walton","Carlton",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4758,"Lou","Barker","Fitzroy",0,1901,"1","1901-05-04",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4676,"Tammy","Beauchamp","Fitzroy",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4759,"Gerald","Brosnan","Fitzroy",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4571,"Harry","Clarke","Fitzroy",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4572,"Bill","Dalton","Fitzroy",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4574,"Eddie","Drohan","Fitzroy",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4575,"Fred","Fontaine","Fitzroy",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4678,"Bob","Hay","Fitzroy",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4356,"Ern","Jenkins","Fitzroy",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4859,"Bertie","Loel","Fitzroy",0,1901,"1","1901-05-04",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4364,"Bill","McSpeerin","Fitzroy",0,1901,"1","1901-05-04",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4366,"Geoff","Moriarty","Fitzroy",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4860,"Jim","Paternoster","Fitzroy",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4861,"Matt","Paternoster","Fitzroy",0,1901,"1","1901-05-04",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4375,"Kelly","Robinson","Fitzroy",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4862,"Jim","Sharp","Fitzroy",0,1901,"1","1901-05-04",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4376,"Bert","Sharpe","Fitzroy",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4864,"Percy","Trotter","Fitzroy",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brunswick St",0,"Fitzroy","Carlton",61,19
4895,"Alf","Boyack","Collingwood",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4656,"Bob","Bryce","Collingwood",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4456,"Charlie","Dow","Collingwood",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4896,"Alf","Dummett","Collingwood",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4897,"Jack","Farrell","Collingwood",0,1901,"1","1901-05-04",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4619,"Matthew","Fell","Collingwood",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4463,"Frank","Hailwood","Collingwood",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4327,"Arthur","Leach","Collingwood",0,1901,"1","1901-05-04",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4469,"Fred","Leach","Collingwood",0,1901,"1","1901-05-04",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4901,"Peter","Martin","Collingwood",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4219,"Bill","McCulloch","Collingwood",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4472,"Jack","Monohan","Collingwood",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4902,"Leo","Morgan","Collingwood",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4474,"Charlie","Pannam","Collingwood",0,1901,"1","1901-05-04",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4477,"Bill","Proudfoot","Collingwood",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4903,"Ted","Rowell","Collingwood",0,1901,"1","1901-05-04",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4479,"Archie","Smith","Collingwood",0,1901,"1","1901-05-04",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4483,"Lardie","Tulloch","Collingwood",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4310,"Son","Barry","Essendon",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4846,"Bobby","Byers","Essendon",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4315,"Maurie","Collins","Essendon",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4316,"Tod","Collins","Essendon",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4321,"Hugh","Gavin","Essendon",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4671,"Billy","Griffith","Essendon",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4324,"George","Hastings","Essendon",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4753,"Fred","Hiskins","Essendon",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4849,"Ted","Kennedy","Essendon",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4326,"Ted","Kinnear","Essendon",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4567,"Jimmy","Larkin","Essendon",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4328,"George","Martin","Essendon",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4372,"Mick","Peppard","Essendon",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4853,"Bill","Robinson","Essendon",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4674,"Fred","Scott","Essendon",0,1901,"1","1901-05-04",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4854,"Herc","Vollugi","Essendon",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
4855,"George","Ward","Essendon",0,1901,"1","1901-05-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Melbourne",0,"Essendon","Collingwood",21,64
