"ID","First.name","Surname","Playing.for","Jumper.No.","Round","Date","Kicks","Handballs","Disposals","Marks","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Venue","Attendance","Home.team","Away.team","Home.score","Away.score","Season"
12844,"Joel","Amartey","Sydney",36,"0","2024-03-07",3,0,3,1,0,1,2,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12699,"Nick","Blakey","Sydney",22,"0","2024-03-07",18,8,26,9,0,0,0,0,7,6,0,2,2,0,1,6,16,1,0,6,6,2,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12863,"Braeden","Campbell","Sydney",16,"0","2024-03-07",12,4,16,7,0,0,0,2,2,5,1,2,1,0,0,3,15,0,0,1,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12015,"Harry","Cunningham","Sydney",7,"0","2024-03-07",14,4,18,10,0,0,0,3,0,2,1,1,0,0,0,3,15,0,1,5,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12497,"Oliver","Florent","Sydney",13,"0","2024-03-07",10,8,18,3,1,0,0,2,7,2,3,1,0,0,0,8,8,0,0,1,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12510,"Robbie","Fox","Sydney",42,"0","2024-03-07",6,3,9,2,1,1,0,6,0,0,1,4,2,2,0,5,4,0,0,4,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12217,"Brodie","Grundy","Sydney",4,"0","2024-03-07",12,11,23,4,0,0,33,6,1,5,9,9,3,4,0,15,7,2,0,4,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12862,"Errol","Gulden","Sydney",21,"0","2024-03-07",16,4,20,2,0,1,0,2,2,5,2,4,1,1,0,9,14,0,0,2,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12509,"Will","Hayward","Sydney",9,"0","2024-03-07",8,2,10,4,2,0,0,2,1,0,0,2,0,0,0,2,9,0,2,4,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12326,"Isaac","Heeney","Sydney",5,"0","2024-03-07",17,9,26,5,1,1,0,7,2,8,13,2,2,0,0,18,10,0,1,4,0,1,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12860,"James","Jordon","Sydney",17,"0","2024-03-07",8,10,18,3,0,0,0,7,2,4,2,3,1,2,0,6,13,0,0,2,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12268,"Jake","Lloyd","Sydney",44,"0","2024-03-07",8,5,13,5,0,0,0,2,1,1,0,2,2,1,0,5,9,0,0,3,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12627,"Tom","McCartin","Sydney",30,"0","2024-03-07",7,2,9,7,0,0,0,0,1,0,0,3,0,0,0,4,6,1,0,4,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12861,"Logan","McDonald","Sydney",6,"0","2024-03-07",5,3,8,3,1,0,0,1,0,2,0,3,0,1,0,4,4,2,1,2,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12711,"Justin","McInerney","Sydney",27,"0","2024-03-07",7,13,20,6,1,0,1,4,2,1,1,4,0,3,0,6,15,0,0,0,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12745,"Hayden","McLean","Sydney",2,"0","2024-03-07",4,1,5,2,2,2,10,2,0,1,0,5,0,4,0,4,1,1,1,7,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12526,"Lewis","Melican","Sydney",43,"0","2024-03-07",4,1,5,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,6,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12412,"Tom","Papley","Sydney",11,"0","2024-03-07",15,5,20,4,1,1,0,3,1,4,3,1,1,0,0,10,9,0,2,3,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12140,"Dane","Rampe","Sydney",24,"0","2024-03-07",13,6,19,6,0,0,0,0,6,1,0,1,1,0,0,7,10,0,0,4,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12994,"Matt","Roberts","Sydney",34,"0","2024-03-07",16,3,19,8,0,0,0,3,3,1,0,1,1,0,0,1,13,0,0,1,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12714,"James","Rowbottom","Sydney",8,"0","2024-03-07",12,9,21,0,0,2,0,7,2,5,6,4,2,3,0,14,8,0,0,1,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12797,"Chad","Warner","Sydney",1,"0","2024-03-07",17,9,26,4,1,1,0,1,1,12,2,7,2,2,3,11,17,0,0,2,1,2,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12818,"Sam","Wicks","Sydney",15,"0","2024-03-07",2,3,5,2,1,0,0,1,0,0,1,1,0,1,0,4,1,1,1,0,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12249,"Jack","Billings","Melbourne",14,"0","2024-03-07",1,1,2,0,0,0,0,2,0,0,0,2,0,1,0,3,2,0,0,1,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12931,"Jake","Bowey","Melbourne",17,"0","2024-03-07",13,1,14,3,0,0,0,1,6,0,0,1,0,0,0,1,9,0,0,1,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12756,"Kade","Chandler","Melbourne",37,"0","2024-03-07",4,7,11,2,0,0,0,3,0,3,0,3,0,0,0,5,6,0,0,2,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12598,"Bayley","Fritsch","Melbourne",31,"0","2024-03-07",6,0,6,2,4,1,0,3,0,0,0,2,1,1,0,1,6,0,2,1,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
11966,"Max","Gawn","Melbourne",11,"0","2024-03-07",8,6,14,1,0,1,37,4,2,0,2,6,6,4,0,9,8,0,0,0,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
13098,"Blake","Howes","Melbourne",22,"0","2024-03-07",9,8,17,7,0,0,0,3,5,1,0,3,1,1,0,9,9,0,0,4,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12393,"Ed","Langdon","Melbourne",15,"0","2024-03-07",10,9,19,4,1,0,0,3,3,5,0,4,1,0,0,9,12,0,2,0,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
13032,"Bailey","Laurie","Melbourne",16,"0","2024-03-07",3,5,8,1,0,0,0,1,1,3,0,1,0,0,0,2,6,0,0,0,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12351,"Jake","Lever","Melbourne",8,"0","2024-03-07",9,3,12,6,0,0,0,0,3,2,0,3,0,1,0,1,12,0,0,5,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
11940,"Steven","May","Melbourne",1,"0","2024-03-07",14,7,21,5,0,0,0,2,7,2,0,1,2,0,0,7,10,1,0,9,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
13033,"Judd","McVee","Melbourne",4,"0","2024-03-07",14,6,20,6,0,0,0,0,9,1,3,2,1,0,0,8,11,0,0,2,0,1,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12367,"Alex","Neal-Bullen","Melbourne",30,"0","2024-03-07",6,9,15,2,0,1,0,6,1,2,3,2,1,0,0,6,9,0,0,1,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12410,"Clayton","Oliver","Melbourne",13,"0","2024-03-07",18,12,30,2,0,0,0,2,0,6,6,3,0,1,0,10,14,0,0,1,0,1,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12430,"Christian","Petracca","Melbourne",5,"0","2024-03-07",11,15,26,1,1,2,0,3,0,3,3,3,1,0,0,13,12,0,0,3,0,1,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12778,"Trent","Rivers","Melbourne",24,"0","2024-03-07",10,7,17,4,0,0,0,0,2,3,1,4,0,1,0,4,12,0,0,2,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12272,"Christian","Salem","Melbourne",3,"0","2024-03-07",20,7,27,5,0,0,0,3,4,5,5,6,0,2,0,15,12,0,0,0,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12416,"Josh","Schache","Melbourne",19,"0","2024-03-07",3,1,4,2,0,2,1,2,0,0,0,1,1,0,0,2,3,0,1,3,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12622,"Charlie","Spargo","Melbourne",9,"0","2024-03-07",5,7,12,1,0,1,0,2,0,3,0,3,1,2,0,2,10,0,0,0,1,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12693,"Tom","Sparrow","Melbourne",32,"0","2024-03-07",3,10,13,2,0,0,0,9,1,2,3,6,1,3,0,9,8,0,0,1,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12027,"Adam","Tomlinson","Melbourne",20,"0","2024-03-07",10,2,12,3,0,0,0,2,7,0,0,0,2,0,0,7,3,2,0,9,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
13048,"Jacob","van Rooyen","Melbourne",2,"0","2024-03-07",3,7,10,2,1,0,0,3,0,1,0,2,1,1,0,2,7,0,0,1,0,0,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12147,"Jack","Viney","Melbourne",7,"0","2024-03-07",19,11,30,2,2,0,0,7,1,9,7,7,4,2,2,14,17,0,0,2,0,1,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
13099,"Caleb","Windsor","Melbourne",6,"0","2024-03-07",6,7,13,0,0,0,0,4,0,0,1,2,0,1,0,6,8,0,0,2,0,1,"S.C.G.",40012,"Sydney","Melbourne",86,64,2024
12414,"Callum","Ah Chee","Brisbane Lions",4,"0","2024-03-08",11,5,16,6,1,0,0,3,1,1,2,6,0,1,0,5,11,1,0,1,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12340,"Harris","Andrews","Brisbane Lions",31,"0","2024-03-08",12,3,15,7,0,0,0,2,7,1,0,2,2,0,1,7,7,2,0,12,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12610,"Zac","Bailey","Brisbane Lions",33,"0","2024-03-08",12,3,15,4,1,0,0,5,1,6,4,2,1,0,0,8,8,1,1,2,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12519,"Jarrod","Berry","Brisbane Lions",7,"0","2024-03-08",11,6,17,5,0,0,0,0,2,5,1,3,0,0,0,6,11,0,0,1,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12277,"Charlie","Cameron","Brisbane Lions",23,"0","2024-03-08",8,2,10,3,2,3,0,3,0,2,1,3,2,2,0,6,4,2,3,0,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12838,"Keidean","Coleman","Brisbane Lions",18,"0","2024-03-08",6,2,8,4,0,0,0,0,1,2,0,0,0,0,0,2,6,0,1,0,0,2,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12199,"Joe","Daniher","Brisbane Lions",3,"0","2024-03-08",11,3,14,5,1,2,3,0,0,6,1,4,0,2,0,5,9,1,1,2,0,1,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12408,"Josh","Dunkley","Brisbane Lions",5,"0","2024-03-08",11,10,21,5,0,0,0,9,1,4,2,3,0,0,0,9,13,0,0,1,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
13072,"Jaspa","Fletcher","Brisbane Lions",28,"0","2024-03-08",3,7,10,5,0,0,0,1,2,1,0,2,0,1,0,2,8,0,0,0,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12267,"Darcy","Gardiner","Brisbane Lions",27,"0","2024-03-08",3,8,11,2,0,0,0,2,1,1,0,3,0,1,0,6,5,0,1,1,0,1,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12454,"Eric","Hipwood","Brisbane Lions",30,"0","2024-03-08",9,0,9,6,1,2,0,1,0,5,0,3,2,1,0,5,6,1,2,0,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
11894,"Ryan","Lester","Brisbane Lions",35,"0","2024-03-08",12,3,15,6,0,0,0,2,3,1,1,3,0,0,0,4,9,0,0,2,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12968,"Kai","Lohmann","Brisbane Lions",1,"0","2024-03-08",4,2,6,4,0,0,0,0,1,1,0,1,0,0,0,1,5,0,1,1,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12067,"Jarryd","Lyons","Brisbane Lions",17,"0","2024-03-08",10,9,19,5,0,0,0,9,0,2,1,3,1,2,0,7,11,0,0,0,0,1,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12090,"Lincoln","McCarthy","Brisbane Lions",11,"0","2024-03-08",10,3,13,6,2,3,0,2,1,2,1,3,1,2,0,4,9,1,3,1,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12518,"Hugh","McCluggage","Brisbane Lions",6,"0","2024-03-08",12,6,18,4,1,0,0,2,2,4,2,3,0,2,0,4,13,0,1,0,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12617,"Oscar","McInerney","Brisbane Lions",46,"0","2024-03-08",9,4,13,0,0,0,26,6,1,4,8,7,3,2,0,14,0,0,0,2,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12055,"Lachie","Neale","Brisbane Lions",9,"0","2024-03-08",9,16,25,2,0,0,0,2,0,5,5,1,2,0,0,13,12,0,0,0,0,1,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12819,"Jack","Payne","Brisbane Lions",40,"0","2024-03-08",4,1,5,2,0,0,0,1,1,0,0,2,0,2,0,4,2,1,0,4,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12592,"Cam","Rayner","Brisbane Lions",16,"0","2024-03-08",8,7,15,2,1,0,0,6,2,1,5,4,0,0,0,7,8,0,1,0,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12668,"Brandon","Starcevich","Brisbane Lions",37,"0","2024-03-08",7,1,8,1,0,0,0,0,3,1,1,1,0,0,0,3,4,0,0,1,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
13026,"Darcy","Wilmot","Brisbane Lions",44,"0","2024-03-08",17,4,21,3,0,0,0,1,5,4,2,4,1,1,0,6,9,0,0,2,2,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12076,"Dayne","Zorko","Brisbane Lions",15,"0","2024-03-08",12,7,19,7,2,0,0,6,1,3,0,3,1,1,0,5,13,0,1,0,0,1,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12276,"Blake","Acres","Carlton",13,"0","2024-03-08",12,10,22,6,0,0,0,0,1,3,5,2,1,2,0,11,12,1,0,2,0,1,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12965,"Jordan","Boyd","Carlton",37,"0","2024-03-08",14,2,16,6,0,0,0,3,5,1,0,4,1,1,0,2,14,0,0,6,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12976,"Jack","Carroll","Carlton",16,"0","2024-03-08",7,3,10,1,1,0,0,2,1,2,4,1,1,0,0,6,4,0,0,0,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12603,"Adam","Cerra","Carlton",5,"0","2024-03-08",11,14,25,1,0,0,0,4,0,2,7,5,0,1,0,14,10,0,0,1,0,1,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12822,"Matthew","Cottrell","Carlton",46,"0","2024-03-08",9,5,14,4,1,0,0,0,0,3,0,2,0,2,0,5,8,1,0,0,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12261,"Patrick","Cripps","Carlton",9,"0","2024-03-08",8,15,23,3,1,0,2,2,0,3,2,4,2,1,0,10,13,0,1,0,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12476,"David","Cuningham","Carlton",28,"0","2024-03-08",5,7,12,2,1,2,0,5,0,3,3,1,1,0,0,6,6,0,0,0,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12421,"Charlie","Curnow","Carlton",30,"0","2024-03-08",11,0,11,5,4,0,0,0,2,4,0,3,0,0,2,5,5,3,1,3,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12674,"Tom","De Koning","Carlton",12,"0","2024-03-08",5,6,11,2,0,0,24,3,1,2,2,4,1,2,0,7,3,2,0,1,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12170,"Sam","Docherty","Carlton",15,"0","2024-03-08",9,1,10,5,0,0,0,1,4,1,0,3,0,0,0,2,9,0,0,1,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12302,"Orazio","Fantasia","Carlton",14,"0","2024-03-08",4,7,11,1,0,0,0,1,0,2,0,2,0,0,0,3,7,0,0,0,0,2,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12596,"Lachie","Fogarty","Carlton",8,"0","2024-03-08",5,8,13,2,1,0,0,9,0,4,0,1,2,0,0,6,7,0,0,0,0,2,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12411,"George","Hewett","Carlton",29,"0","2024-03-08",15,12,27,4,0,0,0,5,2,4,5,5,2,1,0,13,15,0,0,0,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
13029,"Oliver","Hollands","Carlton",4,"0","2024-03-08",6,2,8,3,0,0,0,8,1,3,0,3,0,0,0,2,7,0,0,0,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12937,"Brodie","Kemp","Carlton",17,"0","2024-03-08",6,9,15,3,0,0,0,1,5,1,0,2,1,1,0,8,8,0,0,7,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12455,"Matthew","Kennedy","Carlton",7,"0","2024-03-08",6,4,10,2,1,0,1,2,0,2,2,2,3,1,0,6,4,0,1,1,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12404,"Mitch","McGovern","Carlton",11,"0","2024-03-08",14,3,17,8,0,1,0,4,1,1,2,1,1,0,0,4,9,0,0,5,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12566,"Harry","McKay","Carlton",10,"0","2024-03-08",9,4,13,7,3,1,1,2,0,2,2,3,1,1,3,10,6,4,4,4,0,1,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12508,"Nic","Newman","Carlton",24,"0","2024-03-08",15,1,16,8,0,0,0,3,5,4,0,3,0,0,0,3,13,0,0,5,0,1,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12839,"Matthew","Owies","Carlton",44,"0","2024-03-08",6,2,8,2,0,0,0,1,0,1,0,1,2,0,0,3,5,0,0,1,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12330,"Adam","Saad","Carlton",42,"0","2024-03-08",9,6,15,6,0,0,0,1,7,0,0,2,1,1,0,4,7,1,0,1,2,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12175,"Zac","Williams","Carlton",6,"0","2024-03-08",17,2,19,4,0,0,0,2,4,1,1,4,0,2,0,5,12,0,0,1,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12559,"Lewis","Young","Carlton",33,"0","2024-03-08",13,2,15,6,0,0,0,0,11,0,1,1,0,0,0,6,7,1,0,7,0,0,"Gabba",33367,"Brisbane Lions","Carlton",85,86,2024
12498,"Ben","Ainsworth","Gold Coast",9,"0","2024-03-09",9,4,13,6,0,1,0,0,0,2,0,2,1,0,0,2,11,0,3,0,0,2,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12767,"Noah","Anderson","Gold Coast",15,"0","2024-03-09",16,9,25,9,0,1,0,1,3,6,8,3,1,0,2,13,14,0,0,1,3,1,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12625,"Charlie","Ballard","Gold Coast",10,"0","2024-03-09",12,2,14,9,0,0,0,1,2,1,1,3,0,1,0,6,9,3,0,9,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12780,"Tom","Berry","Gold Coast",16,"0","2024-03-09",6,0,6,3,0,1,0,3,0,4,0,0,1,0,0,3,5,0,1,3,0,1,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12769,"Connor","Budarick","Gold Coast",35,"0","2024-03-09",18,3,21,8,0,0,0,1,5,0,0,3,0,0,0,3,15,0,0,2,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12114,"Levi","Casboult","Gold Coast",30,"0","2024-03-09",5,4,9,2,0,0,3,2,0,1,0,2,0,2,0,4,4,2,1,2,0,1,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12444,"Sam","Collins","Gold Coast",25,"0","2024-03-09",6,8,14,6,0,0,0,1,0,0,1,1,0,1,0,8,7,0,0,15,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12034,"Brandon","Ellis","Gold Coast",4,"0","2024-03-09",10,2,12,4,0,0,0,3,0,3,0,3,0,0,0,2,9,0,0,1,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12481,"Brayden","Fiorini","Gold Coast",8,"0","2024-03-09",12,7,19,8,2,0,0,3,2,3,0,1,0,0,0,3,14,0,0,1,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12824,"Sam","Flanders","Gold Coast",3,"0","2024-03-09",15,11,26,4,0,0,0,3,1,7,2,3,1,0,0,9,18,0,0,3,0,1,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12307,"Nick","Holman","Gold Coast",7,"0","2024-03-09",8,5,13,4,1,1,0,2,0,4,0,1,0,0,0,7,6,0,0,1,0,1,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
13049,"Bailey","Humphrey","Gold Coast",19,"0","2024-03-09",1,8,9,2,0,0,0,2,0,1,0,4,0,4,0,5,6,0,0,2,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12728,"Ben","King","Gold Coast",34,"0","2024-03-09",8,2,10,6,5,1,0,0,0,0,0,1,2,0,1,6,4,2,5,0,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12704,"Jack","Lukosius","Gold Coast",13,"0","2024-03-09",9,1,10,6,3,0,3,1,1,3,1,2,0,1,0,4,7,1,2,3,0,1,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12438,"Darcy","Macpherson","Gold Coast",44,"0","2024-03-09",0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12331,"Touk","Miller","Gold Coast",11,"0","2024-03-09",18,10,28,6,0,1,0,4,3,7,2,3,1,0,0,7,21,0,1,1,0,1,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12652,"Wil","Powell","Gold Coast",27,"0","2024-03-09",20,8,28,9,0,0,0,1,4,3,0,2,2,1,0,4,20,0,0,2,2,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12903,"Malcolm","Rosas","Gold Coast",41,"0","2024-03-09",9,4,13,5,3,2,0,1,0,0,0,3,1,0,0,1,12,0,5,1,0,1,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12768,"Matt","Rowell","Gold Coast",18,"0","2024-03-09",19,14,33,1,0,0,0,5,3,3,20,5,4,0,3,26,8,0,0,2,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12080,"Alex","Sexton","Gold Coast",6,"0","2024-03-09",12,9,21,8,0,0,0,1,2,2,1,5,1,1,0,4,17,0,0,2,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
11919,"David","Swallow","Gold Coast",24,"0","2024-03-09",12,4,16,6,0,0,0,1,2,5,0,4,0,2,0,4,11,1,0,2,0,1,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
13041,"Bodhi","Uwland","Gold Coast",32,"0","2024-03-09",4,4,8,3,0,0,0,0,2,1,0,2,0,1,0,4,5,0,0,5,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12177,"Jarrod","Witts","Gold Coast",28,"0","2024-03-09",11,3,14,3,0,1,22,2,0,5,8,4,1,1,0,12,2,2,0,1,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12661,"Liam","Baker","Richmond",7,"0","2024-03-09",8,8,16,2,0,0,0,0,0,2,2,2,0,0,0,5,10,0,0,1,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12686,"Noah","Balta","Richmond",21,"0","2024-03-09",10,5,15,5,1,1,5,2,1,7,2,4,3,1,0,8,8,1,1,3,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
13078,"Sam","Banks","Richmond",41,"0","2024-03-09",7,4,11,4,0,0,0,3,1,0,0,2,0,1,0,4,7,1,0,0,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12535,"Shai","Bolton","Richmond",29,"0","2024-03-09",6,2,8,1,3,0,0,1,0,1,3,1,1,0,0,5,4,0,1,0,2,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12456,"Nathan","Broad","Richmond",35,"0","2024-03-09",8,1,9,6,0,1,0,3,3,3,0,4,0,1,0,1,7,0,0,4,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
13100,"Seth","Campbell","Richmond",44,"0","2024-03-09",7,2,9,2,2,1,0,4,0,1,1,1,1,0,0,5,2,0,2,1,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12835,"Thomson","Dow","Richmond",27,"0","2024-03-09",1,5,6,1,0,0,0,3,0,1,2,3,0,1,0,3,3,0,0,0,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12947,"Josh","Gibcus","Richmond",18,"0","2024-03-09",6,3,9,2,0,0,0,2,3,1,0,1,1,0,0,8,1,2,0,7,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
11879,"Dylan","Grimes","Richmond",2,"0","2024-03-09",6,2,8,5,0,0,0,0,3,0,0,3,0,1,0,4,4,2,0,2,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12440,"Jacob","Hopper","Richmond",22,"0","2024-03-09",14,9,23,6,2,0,0,2,2,2,3,5,3,2,0,13,10,0,1,0,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12859,"Jacob","Koschitzke","Richmond",20,"0","2024-03-09",3,1,4,2,0,0,1,3,0,1,0,1,0,0,0,1,2,1,1,2,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12317,"Kamdyn","McIntosh","Richmond",33,"0","2024-03-09",8,7,15,4,0,0,0,0,4,0,1,4,0,2,0,1,14,0,0,1,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12313,"Sam","Naismith","Richmond",24,"0","2024-03-09",5,6,11,1,0,0,25,3,1,1,7,1,4,0,0,9,2,0,0,6,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
12761,"Marlion","Pickett","Richmond",50,"0","2024-03-09",8,5,13,3,1,0,0,3,0,4,0,3,1,0,0,4,9,0,1,1,0,0,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
11917,"Dion","Prestia","Richmond",3,"0","2024-03-09",9,9,18,3,0,1,0,3,3,3,5,2,0,1,0,10,9,0,0,1,0,1,"Carrara",22086,"Gold Coast","Richmond",99,60,2024
