"ID","First.name","Surname","Playing.for","Jumper.No.","Round","Date","Kicks","Handballs","Disposals","Marks","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Venue","Attendance","Home.team","Away.team","Home.score","Away.score","Season"
11973,"Zach","Tuohy","Geelong",2,"8","2024-05-04",13,1,14,2,0,2,0,1,6,4,0,2,0,1,0,4,10,0,0,0,1,1,"M.C.G.",51795,"Melbourne","Geelong",74,66,2024
12383,"Tom","Barrass","West Coast",37,"8","2024-05-04",14,8,22,8,0,0,0,0,8,1,2,2,1,0,0,10,13,0,0,10,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
13039,"Campbell","Chesser","West Coast",18,"8","2024-05-04",6,6,12,3,1,1,0,1,1,0,1,0,1,0,0,3,8,0,0,1,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12446,"Tom","Cole","West Coast",28,"8","2024-05-04",9,4,13,1,0,0,0,5,2,1,2,2,2,1,0,4,9,0,0,1,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
11937,"Jamie","Cripps","West Coast",15,"8","2024-05-04",8,12,20,4,0,1,0,3,0,4,4,3,0,2,0,10,11,0,1,2,0,1,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
11905,"Jack","Darling","West Coast",27,"8","2024-05-04",7,4,11,3,2,0,4,0,0,1,0,4,1,1,0,5,5,0,0,1,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12334,"Liam","Duggan","West Coast",14,"8","2024-05-04",20,6,26,6,0,0,0,2,10,3,2,4,0,0,2,5,16,0,0,1,1,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12911,"Luke","Edwards","West Coast",16,"8","2024-05-04",6,5,11,5,0,0,0,2,0,4,1,4,0,2,0,1,10,0,0,2,0,1,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
13038,"Reuben","Ginbey","West Coast",7,"8","2024-05-04",11,5,16,4,0,0,0,0,2,3,0,0,0,0,0,4,11,1,0,0,1,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12957,"Brady","Hough","West Coast",19,"8","2024-05-04",10,5,15,3,0,0,0,2,2,1,2,2,0,1,0,4,11,0,0,2,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
13136,"Harvey","Johnston","West Coast",24,"8","2024-05-04",2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12595,"Tim","Kelly","West Coast",11,"8","2024-05-04",18,11,29,2,0,0,0,4,3,6,9,2,2,0,0,14,15,0,0,0,1,2,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
13037,"Noah","Long","West Coast",13,"8","2024-05-04",6,3,9,3,0,1,0,0,1,3,0,0,1,0,0,0,9,0,1,0,0,2,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12273,"Jeremy","McGovern","West Coast",20,"8","2024-05-04",11,5,16,4,0,0,2,2,6,0,0,1,2,1,0,5,6,2,0,2,1,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12623,"Jack","Petruccelle","West Coast",21,"8","2024-05-04",8,4,12,2,0,0,0,3,2,2,2,2,2,0,0,7,4,0,0,1,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
13111,"Harley","Reid","West Coast",9,"8","2024-05-04",5,9,14,1,0,0,0,5,2,0,2,3,2,1,0,6,8,0,0,0,1,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12709,"Josh","Rotham","West Coast",35,"8","2024-05-04",9,1,10,8,0,0,0,0,2,1,0,1,0,1,0,1,10,0,0,1,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12600,"Liam","Ryan","West Coast",1,"8","2024-05-04",4,3,7,3,0,0,0,1,0,0,0,2,0,1,0,0,9,0,0,1,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12253,"Dom","Sheed","West Coast",4,"8","2024-05-04",5,9,14,1,0,0,0,3,2,1,2,4,2,0,0,7,7,0,0,0,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12601,"Jake","Waterman","West Coast",2,"8","2024-05-04",9,2,11,8,3,1,0,2,0,0,0,1,0,0,0,6,6,4,6,1,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12836,"Bailey","Williams","West Coast",32,"8","2024-05-04",10,7,17,4,1,0,18,1,3,3,5,4,0,1,0,12,6,2,0,3,0,1,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12962,"Jack","Williams","West Coast",34,"8","2024-05-04",9,6,15,3,3,1,4,2,1,4,2,1,0,1,0,7,7,1,3,3,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12546,"Alex","Witherden","West Coast",23,"8","2024-05-04",8,12,20,4,0,0,0,3,1,3,0,2,1,0,0,6,14,0,0,0,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12087,"Elliot","Yeo","West Coast",6,"8","2024-05-04",7,6,13,2,1,0,0,4,0,3,4,1,1,0,0,9,5,0,1,1,0,1,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12755,"Jye","Caldwell","Essendon",6,"8","2024-05-04",4,11,15,3,0,1,0,4,0,0,2,0,1,0,0,5,11,0,0,0,1,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12852,"Nik","Cox","Essendon",13,"8","2024-05-04",8,8,16,4,0,0,0,2,3,0,4,2,0,0,0,7,9,0,0,0,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
13030,"Alwyn","Davey","Essendon",33,"8","2024-05-04",2,2,4,1,0,0,0,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12925,"Sam","Durham","Essendon",22,"8","2024-05-04",10,15,25,2,1,0,0,3,1,3,7,5,0,4,0,12,14,0,0,0,3,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12696,"Xavier","Duursma","Essendon",28,"8","2024-05-04",13,9,22,5,1,0,0,4,1,3,2,1,0,0,0,7,15,0,1,0,1,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
11686,"Todd","Goldstein","Essendon",17,"8","2024-05-04",5,7,12,3,0,0,31,5,0,4,3,6,2,3,0,5,8,0,0,5,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12415,"Jade","Gresham","Essendon",11,"8","2024-05-04",10,1,11,5,0,0,0,1,0,7,2,4,0,1,0,2,9,0,1,1,0,3,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12612,"Matt","Guelfi","Essendon",35,"8","2024-05-04",5,5,10,3,0,2,0,4,1,0,1,1,1,1,0,7,3,1,1,1,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
11896,"Dyson","Heppell","Essendon",21,"8","2024-05-04",8,6,14,3,0,0,0,5,0,1,0,1,1,0,0,4,10,0,0,2,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12970,"Ben","Hobbs","Essendon",8,"8","2024-05-04",2,5,7,0,0,0,0,1,1,2,1,2,0,0,0,4,3,0,0,1,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12853,"Harry","Jones","Essendon",23,"8","2024-05-04",3,3,6,2,0,0,0,1,0,2,0,3,0,1,0,2,4,1,0,0,0,1,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12335,"Jake","Kelly","Essendon",29,"8","2024-05-04",13,6,19,8,0,0,0,3,1,1,1,2,0,0,0,4,15,0,0,7,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12349,"Kyle","Langford","Essendon",4,"8","2024-05-04",6,6,12,4,3,3,2,4,0,1,0,3,2,2,0,6,6,1,4,2,0,1,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12377,"Jayden","Laverde","Essendon",15,"8","2024-05-04",12,4,16,5,0,0,0,2,5,0,0,2,2,0,0,9,6,0,0,3,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12945,"Nic","Martin","Essendon",37,"8","2024-05-04",22,10,32,8,0,0,0,2,6,4,2,5,1,0,1,6,25,1,0,2,0,1,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12491,"Andrew","McGrath","Essendon",1,"8","2024-05-04",7,16,23,4,0,0,0,4,2,1,2,2,0,1,0,6,15,0,0,1,1,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12580,"Ben","McKay","Essendon",32,"8","2024-05-04",8,10,18,7,0,0,4,4,0,1,0,2,0,1,0,5,13,2,0,5,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12241,"Zach","Merrett","Essendon",7,"8","2024-05-04",12,17,29,4,3,1,0,3,1,4,3,3,0,1,3,4,24,0,1,0,1,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12406,"Darcy","Parish","Essendon",3,"8","2024-05-04",22,14,36,11,0,0,0,5,5,6,6,2,0,0,0,8,30,0,0,2,1,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12879,"Archie","Perkins","Essendon",16,"8","2024-05-04",9,8,17,4,0,0,0,5,0,8,2,4,1,0,0,6,11,1,1,1,0,3,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12437,"Mason","Redman","Essendon",27,"8","2024-05-04",15,5,20,4,0,1,0,0,5,4,0,1,0,0,0,9,10,2,0,1,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12167,"Jake","Stringer","Essendon",25,"8","2024-05-04",8,1,9,2,1,2,0,2,0,5,2,4,1,2,0,6,3,0,1,1,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12366,"Peter","Wright","Essendon",20,"8","2024-05-04",6,2,8,4,2,0,16,2,1,3,1,2,1,0,0,3,8,0,2,4,0,0,"Perth Stadium",51751,"West Coast","Essendon",71,77,2024
12661,"Liam","Baker","Richmond",7,"8","2024-05-05",13,5,18,6,0,0,0,4,1,5,4,6,0,3,0,5,12,0,0,1,1,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
13078,"Sam","Banks","Richmond",41,"8","2024-05-05",10,3,13,2,0,0,0,0,1,2,1,3,1,0,0,4,8,0,0,1,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12535,"Shai","Bolton","Richmond",29,"8","2024-05-05",6,7,13,2,0,1,0,2,0,5,3,4,1,2,0,8,5,0,0,0,2,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12456,"Nathan","Broad","Richmond",35,"8","2024-05-05",10,7,17,7,0,1,0,2,4,2,0,4,0,1,0,4,13,1,0,3,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
13096,"Tom","Brown","Richmond",30,"8","2024-05-05",12,5,17,7,0,1,0,2,5,0,0,1,0,0,0,3,13,0,1,2,1,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
13100,"Seth","Campbell","Richmond",44,"8","2024-05-05",3,6,9,3,0,1,0,1,0,0,0,2,0,0,0,3,6,0,0,0,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12835,"Thomson","Dow","Richmond",27,"8","2024-05-05",6,9,15,5,0,0,0,0,3,1,1,2,0,0,0,4,10,0,0,0,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
11879,"Dylan","Grimes","Richmond",2,"8","2024-05-05",5,5,10,3,0,0,0,1,0,0,0,3,0,2,0,2,7,0,0,4,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
13113,"Mykelti","Lefau","Richmond",42,"8","2024-05-05",6,2,8,5,2,1,0,3,0,0,1,4,0,1,0,3,6,0,3,2,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12883,"Rhyan","Mansell","Richmond",31,"8","2024-05-05",4,4,8,2,1,1,0,2,0,0,0,4,1,3,0,5,3,0,0,0,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
11794,"Dustin","Martin","Richmond",4,"8","2024-05-05",16,7,23,5,0,1,0,2,1,5,1,3,1,0,0,3,20,0,0,1,1,2,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12317,"Kamdyn","McIntosh","Richmond",33,"8","2024-05-05",1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12941,"Ben","Miller","Richmond",46,"8","2024-05-05",8,3,11,3,0,0,0,1,1,0,0,1,0,1,0,5,5,1,0,12,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12313,"Sam","Naismith","Richmond",24,"8","2024-05-05",1,5,6,3,0,0,4,1,0,0,1,0,0,0,0,2,5,0,0,3,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12374,"Toby","Nankervis","Richmond",25,"8","2024-05-05",5,6,11,1,0,1,29,3,2,3,2,3,4,2,0,6,4,0,0,3,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12761,"Marlion","Pickett","Richmond",50,"8","2024-05-05",7,8,15,5,0,0,1,4,0,2,0,5,1,0,0,4,12,0,1,1,2,1,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12902,"Hugo","Ralphsmith","Richmond",13,"8","2024-05-05",7,7,14,6,1,2,0,2,1,3,0,1,0,0,0,4,10,1,2,0,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12403,"Daniel","Rioli","Richmond",17,"8","2024-05-05",9,13,22,3,0,0,0,4,3,4,0,4,0,1,0,2,20,0,0,0,5,2,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12935,"Maurice","Rioli","Richmond",10,"8","2024-05-05",5,3,8,1,0,0,0,1,1,2,0,6,0,2,0,7,3,0,0,1,1,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12418,"Jayden","Short","Richmond",15,"8","2024-05-05",22,6,28,8,0,0,0,1,9,1,1,3,0,1,0,3,20,0,0,0,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
13014,"Tyler","Sonsie","Richmond",40,"8","2024-05-05",11,7,18,4,1,0,0,0,2,2,1,1,1,0,0,6,14,0,1,1,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12174,"Nick","Vlastuin","Richmond",1,"8","2024-05-05",17,5,22,8,0,0,0,3,5,0,0,4,1,0,0,10,11,2,0,2,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
13043,"Tylar","Young","Richmond",45,"8","2024-05-05",7,7,14,7,0,0,0,1,4,1,0,2,0,1,0,4,10,1,0,3,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12250,"James","Aish","Fremantle",11,"8","2024-05-05",14,5,19,9,0,0,0,1,3,4,1,2,1,0,0,2,14,0,0,1,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12983,"Jye","Amiss","Fremantle",24,"8","2024-05-05",9,3,12,6,2,1,0,3,0,2,0,2,3,0,0,4,8,0,3,1,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12588,"Bailey","Banfield","Fremantle",41,"8","2024-05-05",7,5,12,2,1,0,0,4,0,1,1,1,0,0,0,2,10,0,1,1,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12589,"Andrew","Brayshaw","Fremantle",8,"8","2024-05-05",16,15,31,6,0,1,0,7,0,6,5,2,0,0,2,7,23,0,1,0,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12875,"Heath","Chapman","Fremantle",5,"8","2024-05-05",10,7,17,8,0,0,0,0,4,2,0,1,1,0,0,4,13,1,0,3,1,1,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12688,"Jordan","Clark","Fremantle",6,"8","2024-05-05",20,5,25,7,0,0,0,1,6,4,0,3,1,1,0,3,18,0,0,3,2,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12547,"Sean","Darcy","Fremantle",4,"8","2024-05-05",4,6,10,3,2,0,12,2,0,2,1,2,1,2,0,2,8,0,0,1,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
13112,"Josh","Draper","Fremantle",37,"8","2024-05-05",6,4,10,5,0,0,0,2,2,0,0,1,0,0,0,3,6,1,0,1,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
13090,"Tom","Emmett","Fremantle",18,"8","2024-05-05",4,5,9,2,0,1,0,4,0,3,0,1,1,1,0,3,6,0,0,0,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12801,"Michael","Frederick","Fremantle",32,"8","2024-05-05",8,7,15,3,1,1,0,4,0,4,1,2,0,1,0,3,12,0,1,0,0,2,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
11834,"Nat","Fyfe","Fremantle",7,"8","2024-05-05",2,6,8,2,0,0,0,1,0,0,1,0,0,0,0,2,6,0,1,0,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12779,"Luke","Jackson","Fremantle",9,"8","2024-05-05",6,9,15,4,0,2,7,4,0,2,3,0,1,0,0,9,7,1,1,1,0,1,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
13047,"Matthew","Johnson","Fremantle",44,"8","2024-05-05",11,14,25,5,1,1,0,4,1,4,2,5,1,1,0,7,19,0,1,2,1,1,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12141,"Jaeger","OMeara","Fremantle",2,"8","2024-05-05",9,11,20,2,0,0,0,4,3,2,5,4,1,1,0,13,8,0,0,0,0,1,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12352,"Alex","Pearce","Fremantle",25,"8","2024-05-05",6,3,9,4,0,0,0,1,0,1,0,2,0,1,0,5,4,1,0,4,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12542,"Luke","Ryan","Fremantle",13,"8","2024-05-05",31,8,39,15,0,0,0,2,9,1,0,2,2,1,1,7,23,1,0,3,1,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12786,"Caleb","Serong","Fremantle",3,"8","2024-05-05",18,20,38,8,0,0,0,5,3,7,6,5,3,0,0,12,28,0,0,2,0,1,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12820,"Jeremy","Sharp","Fremantle",14,"8","2024-05-05",12,6,18,10,1,1,0,0,0,1,1,1,1,0,0,3,15,0,2,0,2,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
13128,"Cooper","Simpson","Fremantle",29,"8","2024-05-05",3,2,5,2,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,1,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12887,"Josh","Treacy","Fremantle",35,"8","2024-05-05",6,4,10,5,4,0,7,4,0,1,0,3,1,1,0,4,6,1,5,5,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12914,"Brandon","Walker","Fremantle",31,"8","2024-05-05",13,0,13,8,0,0,0,1,1,3,0,2,0,0,0,0,13,0,0,0,0,0,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
11763,"Michael","Walters","Fremantle",10,"8","2024-05-05",12,2,14,7,1,1,0,1,0,2,1,3,1,1,0,1,13,0,1,1,1,1,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12777,"Hayden","Young","Fremantle",26,"8","2024-05-05",11,19,30,7,2,0,0,5,0,7,8,2,1,0,3,14,16,0,0,0,1,1,"M.C.G.",32252,"Richmond","Fremantle",49,103,2024
12723,"Oskar","Baker","Western Bulldogs",13,"8","2024-05-05",7,1,8,2,0,0,0,1,1,1,0,2,0,1,0,1,7,0,1,1,0,1,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12269,"Marcus","Bontempelli","Western Bulldogs",4,"8","2024-05-05",13,13,26,2,2,0,0,5,1,7,7,2,0,0,0,16,13,1,1,3,1,4,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12916,"Lachlan","Bramble","Western Bulldogs",29,"8","2024-05-05",12,4,16,5,0,0,0,0,4,1,0,2,0,1,0,3,10,0,0,0,1,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
13134,"Charlie","Clarke","Western Bulldogs",8,"8","2024-05-05",5,1,6,2,0,1,0,0,0,0,0,5,0,1,0,0,6,0,0,0,0,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12354,"Bailey","Dale","Western Bulldogs",31,"8","2024-05-05",22,7,29,8,0,0,0,1,4,5,1,3,0,1,3,6,19,0,0,2,2,1,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
13021,"Sam","Darcy","Western Bulldogs",10,"8","2024-05-05",5,4,9,4,1,1,7,1,0,2,0,3,0,1,0,6,3,1,2,3,0,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12163,"Taylor","Duryea","Western Bulldogs",15,"8","2024-05-05",3,2,5,2,0,0,0,3,2,1,0,0,0,0,0,2,3,0,0,1,0,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12537,"Tim","English","Western Bulldogs",44,"8","2024-05-05",9,9,18,9,2,0,31,4,1,2,2,2,1,2,0,3,15,1,2,1,1,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
13102,"Harvey","Gallagher","Western Bulldogs",12,"8","2024-05-05",6,3,9,2,0,0,0,4,2,0,3,1,1,0,0,4,5,0,0,0,0,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12907,"Riley","Garcia","Western Bulldogs",38,"8","2024-05-05",5,8,13,0,0,1,0,5,1,1,3,2,0,1,0,8,4,0,0,0,0,1,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12379,"James","Harmes","Western Bulldogs",22,"8","2024-05-05",12,9,21,6,0,0,0,7,3,1,2,1,1,0,0,8,13,0,0,0,0,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12122,"Jason","Johannisen","Western Bulldogs",39,"8","2024-05-05",16,3,19,6,0,0,0,0,5,2,0,3,1,0,0,2,14,0,0,2,1,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
11866,"Liam","Jones","Western Bulldogs",19,"8","2024-05-05",13,3,16,5,0,0,0,1,3,1,0,4,2,1,0,6,9,1,0,5,0,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12900,"Buku","Khamis","Western Bulldogs",24,"8","2024-05-05",4,7,11,5,0,0,0,2,1,0,0,2,0,0,0,3,8,0,0,7,0,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
11898,"Tom","Liberatore","Western Bulldogs",21,"8","2024-05-05",8,12,20,4,0,0,0,4,1,2,9,5,1,4,0,11,9,0,0,2,0,1,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12166,"Jack","Macrae","Western Bulldogs",11,"8","2024-05-05",7,14,21,0,0,0,0,4,1,2,5,0,1,0,0,6,15,0,0,1,0,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12594,"Aaron","Naughton","Western Bulldogs",33,"8","2024-05-05",8,6,14,5,2,0,0,0,0,6,0,1,2,0,0,8,7,3,3,3,0,2,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
13061,"James","ODonnell","Western Bulldogs",18,"8","2024-05-05",3,3,6,1,0,0,0,0,3,0,0,2,0,1,0,2,4,0,0,4,0,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12605,"Ed","Richards","Western Bulldogs",20,"8","2024-05-05",10,7,17,3,1,1,0,4,1,3,2,5,2,2,0,10,8,0,0,3,1,1,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12054,"Adam","Treloar","Western Bulldogs",1,"8","2024-05-05",15,18,33,1,0,0,0,7,0,6,9,4,3,0,1,15,19,0,0,0,0,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12923,"Jamarra","Ugle-Hagan","Western Bulldogs",2,"8","2024-05-05",4,0,4,3,2,1,0,1,0,0,0,6,1,3,0,1,3,0,3,1,0,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12776,"Laitham","Vandermeer","Western Bulldogs",23,"8","2024-05-05",4,3,7,2,2,0,0,3,0,1,0,1,0,0,0,2,5,0,0,0,0,1,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12441,"Bailey","Williams","Western Bulldogs",34,"8","2024-05-05",7,11,18,5,2,1,0,2,0,4,1,3,0,0,0,3,14,0,1,4,0,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12357,"Karl","Amon","Hawthorn",10,"8","2024-05-05",13,2,15,5,0,0,0,4,5,2,2,2,0,1,2,2,9,0,0,0,3,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12998,"Massimo","DAmbrosio","Hawthorn",16,"8","2024-05-05",11,6,17,4,0,0,0,0,4,0,0,4,1,0,0,4,12,0,0,2,0,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12794,"Will","Day","Hawthorn",12,"8","2024-05-05",10,2,12,3,0,0,0,4,0,3,3,2,2,1,0,6,7,1,0,1,0,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
13135,"Calsher","Dear","Hawthorn",35,"8","2024-05-05",6,2,8,5,2,1,0,4,0,2,0,1,1,0,0,3,5,1,2,2,0,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12119,"Sam","Frost","Hawthorn",8,"8","2024-05-05",5,4,9,3,0,0,0,3,3,1,0,1,1,0,0,2,7,1,0,2,0,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12927,"Jack","Ginnivan","Hawthorn",33,"8","2024-05-05",8,5,13,4,1,1,0,5,0,3,0,1,0,0,0,4,9,0,2,1,1,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
11845,"Jack","Gunston","Hawthorn",19,"8","2024-05-05",11,1,12,7,2,4,0,0,0,0,1,1,0,1,0,3,9,0,5,0,0,1,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12469,"Blake","Hardwick","Hawthorn",15,"8","2024-05-05",13,9,22,6,0,1,0,1,4,1,0,2,2,0,0,10,12,0,2,3,0,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12237,"Jarman","Impey","Hawthorn",4,"8","2024-05-05",23,4,27,12,0,0,0,3,5,3,1,2,1,0,0,8,19,0,0,2,2,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12954,"Connor","Macdonald","Hawthorn",31,"8","2024-05-05",9,5,14,6,3,0,0,0,0,3,0,2,0,1,0,5,9,0,2,0,0,1,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
13031,"Cam","Mackenzie","Hawthorn",28,"8","2024-05-05",4,4,8,2,0,0,0,1,0,0,1,1,0,0,0,4,5,0,0,0,0,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12843,"Finn","Maginness","Hawthorn",32,"8","2024-05-05",12,8,20,5,0,2,0,1,2,2,1,3,0,1,0,7,14,0,0,0,0,0,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
12856,"Lloyd","Meek","Hawthorn",17,"8","2024-05-05",7,9,16,2,1,0,45,6,1,0,2,4,3,2,0,11,6,1,0,2,0,1,"Docklands",29555,"Western Bulldogs","Hawthorn",91,98,2024
