"ID","First.name","Surname","Playing.for","Jumper.No.","Season","Round","Date","Kicks","Handballs","Disposals","Marks","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Venue","Attendance","Home.team","Away.team","Home.score","Away.score"
12341,"Blaine","Boekhorst","Carlton",12,2016,"1","2016-03-24",11,4,15,6,0,1,0,3,1,5,1,0,0,0,0,4,9,0,0,2,0,0,"M.C.G.",75706,"Richmond","Carlton",92,83
12159,"Dylan","Buckley","Carlton",7,2016,"1","2016-03-24",2,1,3,3,0,0,0,3,0,1,0,3,1,2,0,1,3,0,0,0,0,0,"M.C.G.",75706,"Richmond","Carlton",92,83
12114,"Levi","Casboult","Carlton",41,2016,"1","2016-03-24",8,4,12,7,0,2,1,2,0,1,0,1,1,0,0,5,6,2,3,1,0,0,"M.C.G.",75706,"Richmond","Carlton",92,83
12261,"Patrick","Cripps","Carlton",9,2016,"1","2016-03-24",8,19,27,4,1,1,1,3,1,2,10,2,0,2,3,17,10,0,1,1,0,0,"M.C.G.",75706,"Richmond","Carlton",92,83
11883,"Ed","Curnow","Carlton",35,2016,"1","2016-03-24",9,11,20,1,0,0,0,4,3,1,3,2,0,0,0,8,12,0,0,1,1,0,"M.C.G.",75706,"Richmond","Carlton",92,83
12170,"Sam","Docherty","Carlton",15,2016,"1","2016-03-24",13,16,29,6,0,0,0,2,3,1,0,2,2,0,0,8,21,1,0,3,0,0,"M.C.G.",75706,"Richmond","Carlton",92,83
11591,"Andrejs","Everitt","Carlton",33,2016,"1","2016-03-24",8,9,17,5,2,0,0,2,0,2,1,1,1,0,0,6,11,0,2,0,1,1,"M.C.G.",75706,"Richmond","Carlton",92,83
11535,"Bryce","Gibbs","Carlton",4,2016,"1","2016-03-24",15,15,30,6,1,0,2,7,1,4,2,2,1,1,0,7,22,0,1,0,0,1,"M.C.G.",75706,"Richmond","Carlton",92,83
12222,"Nick","Graham","Carlton",32,2016,"1","2016-03-24",13,10,23,7,0,1,0,3,1,4,1,2,2,1,0,4,19,0,1,0,0,1,"M.C.G.",75706,"Richmond","Carlton",92,83
11610,"Michael","Jamison","Carlton",40,2016,"1","2016-03-24",4,5,9,3,0,0,0,0,2,0,1,1,0,1,0,4,7,0,0,6,0,0,"M.C.G.",75706,"Richmond","Carlton",92,83
12052,"Sam","Kerridge","Carlton",11,2016,"1","2016-03-24",16,8,24,7,0,1,0,2,0,8,6,4,1,1,0,10,15,0,1,0,0,1,"M.C.G.",75706,"Richmond","Carlton",92,83
11645,"Matthew","Kreuzer","Carlton",8,2016,"1","2016-03-24",5,5,10,2,1,0,16,3,2,2,3,4,0,2,0,4,5,0,0,4,0,0,"M.C.G.",75706,"Richmond","Carlton",92,83
12182,"Jed","Lamb","Carlton",13,2016,"1","2016-03-24",9,4,13,2,1,0,0,1,0,1,0,3,2,1,0,4,9,0,1,2,1,0,"M.C.G.",75706,"Richmond","Carlton",92,83
4148,"Marc","Murphy","Carlton",3,2016,"1","2016-03-24",16,11,27,7,1,1,0,6,1,6,3,1,4,0,0,6,20,0,1,0,1,1,"M.C.G.",75706,"Richmond","Carlton",92,83
12075,"Andrew","Phillips","Carlton",34,2016,"1","2016-03-24",3,2,5,2,1,0,21,2,0,2,1,1,0,1,0,4,3,1,1,3,0,0,"M.C.G.",75706,"Richmond","Carlton",92,83
12157,"Sam","Rowe","Carlton",17,2016,"1","2016-03-24",7,5,12,6,0,0,0,0,1,1,0,2,1,1,0,3,9,1,0,7,0,0,"M.C.G.",75706,"Richmond","Carlton",92,83
1456,"Kade","Simpson","Carlton",6,2016,"1","2016-03-24",21,10,31,10,0,0,0,1,7,4,2,2,1,0,0,6,23,0,1,2,0,0,"M.C.G.",75706,"Richmond","Carlton",92,83
11973,"Zach","Tuohy","Carlton",42,2016,"1","2016-03-24",13,5,18,5,0,0,0,1,1,6,0,3,1,2,0,5,14,0,0,2,0,2,"M.C.G.",75706,"Richmond","Carlton",92,83
