"Year","Round.Number","First.Name","Surname","Team.Name","Coaches.Votes","Home.Team","Away.Team"
2016,9,"Jeremy","Cameron","GWS",1,"GWS Giants","Western Bulldogs"
2016,9,"Dale","Morris","WB",1,"GWS Giants","Western Bulldogs"
2016,9,"Jack","Steven","STK",9,"St Kilda","Essendon"
2016,9,"Sebastian","Ross","STK",9,"St Kilda","Essendon"
2016,9,"Josh","Bruce","STK",6,"St Kilda","Essendon"
2016,9,"James","Kelly","ESS",2,"St Kilda","Essendon"
2016,9,"Tim","Membrey","STK",2,"St Kilda","Essendon"
2016,9,"Anthony","McDonald-Tipungwuti","ESS",1,"St Kilda","Essendon"
2016,9,"Matt","Dea","ESS",1,"St Kilda","Essendon"
2016,10,"Dan","Hannebery","SYD",9,"Sydney Swans","North Melbourne"
2016,10,"Tom","Mitchell","SYD",8,"Sydney Swans","North Melbourne"
2016,10,"Josh","Kennedy","SYD",7,"Sydney Swans","North Melbourne"
2016,10,"Kurt","Tippett","SYD",2,"Sydney Swans","North Melbourne"
2016,10,"Ben","Cunnington","NMFC",2,"Sydney Swans","North Melbourne"
2016,10,"Jarrad","McVeigh","SYD",2,"Sydney Swans","North Melbourne"
2016,10,"Brad","Ebert","PORT",6,"Melbourne","Port Adelaide"
2016,10,"Charlie","Dixon","PORT",6,"Melbourne","Port Adelaide"
2016,10,"Robbie","Gray","PORT",6,"Melbourne","Port Adelaide"
2016,10,"Justin","Westhoff","PORT",5,"Melbourne","Port Adelaide"
2016,10,"Chad","Wingard","PORT",3,"Melbourne","Port Adelaide"
2016,10,"Jasper","Pittard","PORT",3,"Melbourne","Port Adelaide"
2016,10,"Max","Gawn","MELB",1,"Melbourne","Port Adelaide"
2016,10,"Jordan","Lewis","HAW",10,"Brisbane Lions","Hawthorn"
2016,10,"Josh","Gibson","HAW",7,"Brisbane Lions","Hawthorn"
2016,10,"Cyril","Rioli","HAW",6,"Brisbane Lions","Hawthorn"
2016,10,"Jack","Gunston","HAW",3,"Brisbane Lions","Hawthorn"
2016,10,"Tom","Bell","BL",2,"Brisbane Lions","Hawthorn"
2016,10,"Ben","McEvoy","HAW",1,"Brisbane Lions","Hawthorn"
2016,10,"Allen","Christensen","BL",1,"Brisbane Lions","Hawthorn"
2016,10,"David","Armitage","STK",8,"St Kilda","Fremantle"
2016,10,"Jack","Steven","STK",6,"St Kilda","Fremantle"
2016,10,"Dylan","Roberton","STK",5,"St Kilda","Fremantle"
2016,10,"Nick","Riewoldt","STK",5,"St Kilda","Fremantle"
2016,10,"Lachie","Neale","FRE",3,"St Kilda","Fremantle"
2016,10,"Sam","Fisher","STK",2,"St Kilda","Fremantle"
2016,10,"Jarryn","Geary","STK",1,"St Kilda","Fremantle"
2016,10,"Eddie","Betts","ADEL",9,"Adelaide Crows","GWS Giants"
2016,10,"Taylor","Walker","ADEL",8,"Adelaide Crows","GWS Giants"
2016,10,"Josh","Kelly","GWS",4,"Adelaide Crows","GWS Giants"
2016,10,"Charlie","Cameron","ADEL",4,"Adelaide Crows","GWS Giants"
2016,10,"Brodie","Smith","ADEL",2,"Adelaide Crows","GWS Giants"
2016,10,"Rory","Atkins","ADEL",2,"Adelaide Crows","GWS Giants"
2016,10,"Daniel","Talia","ADEL",1,"Adelaide Crows","GWS Giants"
2016,10,"Dustin","Martin","RICH",10,"Essendon","Richmond"
2016,10,"Shane","Edwards","RICH",4,"Essendon","Richmond"
2016,10,"Brett","Deledio","RICH",4,"Essendon","Richmond"
2016,10,"Shaun","Grigg","RICH",4,"Essendon","Richmond"
2016,10,"Trent","Cotchin","RICH",3,"Essendon","Richmond"
2016,10,"David","Zaharakis","ESS",3,"Essendon","Richmond"
2016,10,"Brendon","Goddard","ESS",2,"Essendon","Richmond"
2016,10,"Bryce","Gibbs","CARL",10,"Carlton","Geelong Cats"
2016,10,"Sam","Docherty","CARL",4,"Carlton","Geelong Cats"
2016,10,"Cameron","Guthrie","GEEL",4,"Carlton","Geelong Cats"
2016,10,"Andrejs","Everitt","CARL",4,"Carlton","Geelong Cats"
2016,10,"Matthew","Kreuzer","CARL",3,"Carlton","Geelong Cats"
2016,10,"Patrick","Cripps","CARL",3,"Carlton","Geelong Cats"
2016,10,"Dennis","Armfield","CARL",1,"Carlton","Geelong Cats"
2016,10,"Patrick","Dangerfield","GEEL",1,"Carlton","Geelong Cats"
2016,10,"Luke","Shuey","WCE",10,"West Coast Eagles","Gold Coast Suns"
2016,10,"Josh","J Kennedy","WCE",8,"West Coast Eagles","Gold Coast Suns"
2016,10,"Gary","Ablett","GCFC",3,"West Coast Eagles","Gold Coast Suns"
2016,10,"Shannon","Hurn","WCE",3,"West Coast Eagles","Gold Coast Suns"
2016,10,"Matt","Priddis","WCE",2,"West Coast Eagles","Gold Coast Suns"
2016,10,"Jack","Redden","WCE",2,"West Coast Eagles","Gold Coast Suns"
2016,10,"Brad","Sheppard","WCE",1,"West Coast Eagles","Gold Coast Suns"
2016,10,"Jamie","Cripps","WCE",1,"West Coast Eagles","Gold Coast Suns"
2016,10,"Easton","Wood","WB",10,"Collingwood","Western Bulldogs"
2016,10,"Jeremy","Howe","COLL",8,"Collingwood","Western Bulldogs"
2016,10,"Luke","Dahlhaus","WB",5,"Collingwood","Western Bulldogs"
2016,10,"Scott","Pendlebury","COLL",3,"Collingwood","Western Bulldogs"
2016,10,"Dale","Morris","WB",2,"Collingwood","Western Bulldogs"
2016,10,"Ben","Reid","COLL",1,"Collingwood","Western Bulldogs"
2016,10,"Jack","Macrae","WB",1,"Collingwood","Western Bulldogs"
2016,11,"Daniel","Wells","NMFC",9,"North Melbourne","Richmond"
2016,11,"Andrew","Swallow","NMFC",7,"North Melbourne","Richmond"
2016,11,"Jack","Ziebell","NMFC",5,"North Melbourne","Richmond"
2016,11,"Nick","Dal Santo","NMFC",4,"North Melbourne","Richmond"
2016,11,"Brent","Harvey","NMFC",4,"North Melbourne","Richmond"
2016,11,"Ben","Cunnington","NMFC",1,"North Melbourne","Richmond"
2016,11,"Dom","Tyson","MELB",10,"Hawthorn","Melbourne"
2016,11,"Isaac","Smith","HAW",8,"Hawthorn","Melbourne"
2016,11,"James","Frawley","HAW",3,"Hawthorn","Melbourne"
2016,11,"Nathan","Jones","MELB",3,"Hawthorn","Melbourne"
2016,11,"Bernie","Vince","MELB",3,"Hawthorn","Melbourne"
2016,11,"Grant","Birchall","HAW",2,"Hawthorn","Melbourne"
2016,11,"Ben","Stratton","HAW",1,"Hawthorn","Melbourne"
2016,11,"Ed","Curnow","CARL",10,"Carlton","Brisbane Lions"
2016,11,"Tom","Rockliff","BL",8,"Carlton","Brisbane Lions"
2016,11,"Jacob","Weitering","CARL",5,"Carlton","Brisbane Lions"
2016,11,"Sam","Kerridge","CARL",4,"Carlton","Brisbane Lions"
2016,11,"Patrick","Cripps","CARL",2,"Carlton","Brisbane Lions"
2016,11,"Mitch","Robinson","BL",1,"Carlton","Brisbane Lions"
2016,11,"Zac","Smith","GEEL",8,"Geelong Cats","GWS Giants"
2016,11,"Dylan","Shiel","GWS",6,"Geelong Cats","GWS Giants"
2016,11,"Joel","Selwood","GEEL",5,"Geelong Cats","GWS Giants"
2016,11,"Cameron","Guthrie","GEEL",5,"Geelong Cats","GWS Giants"
2016,11,"Harry","Taylor","GEEL",2,"Geelong Cats","GWS Giants"
2016,11,"Patrick","Dangerfield","GEEL",2,"Geelong Cats","GWS Giants"
2016,11,"Corey","Enright","GEEL",2,"Geelong Cats","GWS Giants"
2016,11,"Lachie","Neale","FRE",9,"Fremantle","Essendon"
2016,11,"David","Mundy","FRE",6,"Fremantle","Essendon"
2016,11,"Michael","Walters","FRE",6,"Fremantle","Essendon"
2016,11,"Michael","Barlow","FRE",4,"Fremantle","Essendon"
2016,11,"Danyle","Pearce","FRE",2,"Fremantle","Essendon"
2016,11,"Zach","Merrett","ESS",2,"Fremantle","Essendon"
2016,11,"Hayden","Crozier","FRE",1,"Fremantle","Essendon"
2016,11,"Tom","Mitchell","SYD",7,"Gold Coast Suns","Sydney Swans"
2016,11,"Dane","Rampe","SYD",5,"Gold Coast Suns","Sydney Swans"
2016,11,"Dan","Hannebery","SYD",5,"Gold Coast Suns","Sydney Swans"
2016,11,"Kurt","Tippett","SYD",4,"Gold Coast Suns","Sydney Swans"
2016,11,"Gary","Rohan","SYD",4,"Gold Coast Suns","Sydney Swans"
2016,11,"Luke","Parker","SYD",4,"Gold Coast Suns","Sydney Swans"
2016,11,"Matt","Rosa","GCFC",1,"Gold Coast Suns","Sydney Swans"
2016,11,"Jarman","Impey","PORT",10,"Collingwood","Port Adelaide"
2016,11,"Charlie","Dixon","PORT",7,"Collingwood","Port Adelaide"
2016,11,"Aaron","Young","PORT",7,"Collingwood","Port Adelaide"
2016,11,"Chad","Wingard","PORT",3,"Collingwood","Port Adelaide"
2016,11,"Jake","Neade","PORT",2,"Collingwood","Port Adelaide"
2016,11,"Robbie","Gray","PORT",1,"Collingwood","Port Adelaide"
2016,11,"Marcus","Bontempelli","WB",8,"Western Bulldogs","West Coast Eagles"
2016,11,"Lachie","Hunter","WB",6,"Western Bulldogs","West Coast Eagles"
2016,11,"Tom","Liberatore","WB",5,"Western Bulldogs","West Coast Eagles"
2016,11,"Jack","Macrae","WB",5,"Western Bulldogs","West Coast Eagles"
2016,11,"Jake","Stringer","WB",3,"Western Bulldogs","West Coast Eagles"
2016,11,"Matthew","Boyd","WB",2,"Western Bulldogs","West Coast Eagles"
2016,11,"Matthew","Suckling","WB",1,"Western Bulldogs","West Coast Eagles"
2016,11,"Matt","Crouch","ADEL",8,"Adelaide Crows","St Kilda"
2016,11,"Josh","Jenkins","ADEL",8,"Adelaide Crows","St Kilda"
2016,11,"Rory","Sloane","ADEL",7,"Adelaide Crows","St Kilda"
2016,11,"Rory","Laird","ADEL",3,"Adelaide Crows","St Kilda"
2016,11,"Taylor","Walker","ADEL",2,"Adelaide Crows","St Kilda"
2016,11,"Brodie","Smith","ADEL",1,"Adelaide Crows","St Kilda"
2016,11,"Jake","Lever","ADEL",1,"Adelaide Crows","St Kilda"
2016,12,"Jordan","Lewis","HAW",7,"Essendon","Hawthorn"
2016,12,"Grant","Birchall","HAW",6,"Essendon","Hawthorn"
2016,12,"Paul","Puopolo","HAW",5,"Essendon","Hawthorn"
2016,12,"Josh","Gibson","HAW",4,"Essendon","Hawthorn"
2016,12,"Jack","Gunston","HAW",4,"Essendon","Hawthorn"
2016,12,"Liam","Shiels","HAW",2,"Essendon","Hawthorn"
2016,12,"Ben","Stratton","HAW",1,"Essendon","Hawthorn"
2016,12,"Luke","Breust","HAW",1,"Essendon","Hawthorn"
2016,12,"Marcus","Bontempelli","WB",10,"Port Adelaide","Western Bulldogs"
2016,12,"Robbie","Gray","PORT",8,"Port Adelaide","Western Bulldogs"
2016,12,"Jasper","Pittard","PORT",4,"Port Adelaide","Western Bulldogs"
2016,12,"Dale","Morris","WB",3,"Port Adelaide","Western Bulldogs"
2016,12,"Matthew","Boyd","WB",3,"Port Adelaide","Western Bulldogs"
2016,12,"Tom","Liberatore","WB",2,"Port Adelaide","Western Bulldogs"
2016,12,"Matt","Taberner","FRE",8,"Brisbane Lions","Fremantle"
2016,12,"Danyle","Pearce","FRE",5,"Brisbane Lions","Fremantle"
2016,12,"Lachie","Weller","FRE",5,"Brisbane Lions","Fremantle"
2016,12,"Connor","Blakely","FRE",4,"Brisbane Lions","Fremantle"
2016,12,"Hayden","Crozier","FRE",3,"Brisbane Lions","Fremantle"
2016,12,"Hayden","Ballantyne","FRE",3,"Brisbane Lions","Fremantle"
2016,12,"Chris","Mayne","FRE",2,"Brisbane Lions","Fremantle"
2016,12,"Rory","Sloane","ADEL",10,"West Coast Eagles","Adelaide Crows"
2016,12,"Eddie","Betts","ADEL",8,"West Coast Eagles","Adelaide Crows"
2016,12,"Rory","Laird","ADEL",4,"West Coast Eagles","Adelaide Crows"
2016,12,"Tom","Lynch","ADEL",3,"West Coast Eagles","Adelaide Crows"
2016,12,"Matt","Priddis","WCE",3,"West Coast Eagles","Adelaide Crows"
2016,12,"Sam","Jacobs","ADEL",2,"West Coast Eagles","Adelaide Crows"
2016,12,"Patrick","Dangerfield","GEEL",10,"Geelong Cats","North Melbourne"
2016,12,"Joel","Selwood","GEEL",8,"Geelong Cats","North Melbourne"
2016,12,"Daniel","Menzel","GEEL",5,"Geelong Cats","North Melbourne"
2016,12,"Harry","Taylor","GEEL",4,"Geelong Cats","North Melbourne"
2016,12,"Sam","Gibson","NMFC",2,"Geelong Cats","North Melbourne"
2016,12,"Daniel","Wells","NMFC",1,"Geelong Cats","North Melbourne"
2016,12,"Jack","Steven","STK",10,"St Kilda","Carlton"
2016,12,"Tom","Hickey","STK",8,"St Kilda","Carlton"
2016,12,"Tim","Membrey","STK",6,"St Kilda","Carlton"
2016,12,"Sebastian","Ross","STK",4,"St Kilda","Carlton"
2016,12,"Jarryn","Geary","STK",1,"St Kilda","Carlton"
2016,12,"Sam","Docherty","CARL",1,"St Kilda","Carlton"
2016,12,"Dustin","Martin","RICH",10,"Richmond","Gold Coast Suns"
2016,12,"Trent","Cotchin","RICH",5,"Richmond","Gold Coast Suns"
2016,12,"Tom","J Lynch","GCFC",5,"Richmond","Gold Coast Suns"
2016,12,"Shaun","Grigg","RICH",4,"Richmond","Gold Coast Suns"
2016,12,"Gary","Ablett","GCFC",4,"Richmond","Gold Coast Suns"
2016,12,"Shane","Edwards","RICH",2,"Richmond","Gold Coast Suns"
2016,12,"Toby","Greene","GWS",8,"GWS Giants","Sydney Swans"
2016,12,"Steve","Johnson","GWS",8,"GWS Giants","Sydney Swans"
2016,12,"Heath","Shaw","GWS",8,"GWS Giants","Sydney Swans"
2016,12,"Josh","Kelly","GWS",3,"GWS Giants","Sydney Swans"
2016,12,"Nathan","Wilson","GWS",2,"GWS Giants","Sydney Swans"
2016,12,"Dan","Hannebery","SYD",1,"GWS Giants","Sydney Swans"
2016,12,"Max","Gawn","MELB",9,"Melbourne","Collingwood"
2016,12,"Bernie","Vince","MELB",9,"Melbourne","Collingwood"
2016,12,"Nathan","Jones","MELB",6,"Melbourne","Collingwood"
2016,12,"Tom","McDonald","MELB",3,"Melbourne","Collingwood"
2016,12,"Dean","Kent","MELB",2,"Melbourne","Collingwood"
2016,12,"Tomas","Bugg","MELB",1,"Melbourne","Collingwood"
2016,13,"Robbie","Tarrant","NMFC",9,"North Melbourne","Hawthorn"
2016,13,"James","Sicily","HAW",8,"North Melbourne","Hawthorn"
2016,13,"Jordan","Lewis","HAW",7,"North Melbourne","Hawthorn"
2016,13,"Daniel","Wells","NMFC",4,"North Melbourne","Hawthorn"
2016,13,"Mason","Wood","NMFC",1,"North Melbourne","Hawthorn"
2016,13,"Cyril","Rioli","HAW",1,"North Melbourne","Hawthorn"
2016,13,"Luke","Shuey","WCE",10,"Brisbane Lions","West Coast Eagles"
2016,13,"Mitch","Robinson","BL",8,"Brisbane Lions","West Coast Eagles"
2016,13,"Josh","J Kennedy","WCE",4,"Brisbane Lions","West Coast Eagles"
2016,13,"Andrew","Gaff","WCE",4,"Brisbane Lions","West Coast Eagles"
2016,13,"Mark","Hutchings","WCE",3,"Brisbane Lions","West Coast Eagles"
2016,13,"Elliot","Yeo","WCE",1,"Brisbane Lions","West Coast Eagles"
2016,13,"Michael","Barlow","FRE",10,"Fremantle","Port Adelaide"
2016,13,"Lachie","Neale","FRE",8,"Fremantle","Port Adelaide"
2016,13,"Matthew","Pavlich","FRE",5,"Fremantle","Port Adelaide"
2016,13,"David","Mundy","FRE",3,"Fremantle","Port Adelaide"
2016,13,"Hayden","Crozier","FRE",2,"Fremantle","Port Adelaide"
2016,13,"Lee","Spurr","FRE",2,"Fremantle","Port Adelaide"
2016,13,"Patrick","Dangerfield","GEEL",10,"Western Bulldogs","Geelong Cats"
2016,13,"Joel","Selwood","GEEL",8,"Western Bulldogs","Geelong Cats"
2016,13,"Corey","Enright","GEEL",5,"Western Bulldogs","Geelong Cats"
2016,13,"Lachie","Henderson","GEEL",4,"Western Bulldogs","Geelong Cats"
2016,13,"Mark","Blicavs","GEEL",2,"Western Bulldogs","Geelong Cats"
2016,13,"Steven","Motlop","GEEL",1,"Western Bulldogs","Geelong Cats"
2016,13,"Jarrad","McVeigh","SYD",9,"Sydney Swans","Melbourne"
2016,13,"Dean","Towers","SYD",7,"Sydney Swans","Melbourne"
2016,13,"Lance","Franklin","SYD",4,"Sydney Swans","Melbourne"
2016,13,"Josh","Kennedy","SYD",4,"Sydney Swans","Melbourne"
2016,13,"Zak","Jones","SYD",3,"Sydney Swans","Melbourne"
2016,13,"Luke","Parker","SYD",3,"Sydney Swans","Melbourne"
2016,13,"Zac","Williams","GWS",7,"Essendon","GWS Giants"
2016,13,"Orazio","Fantasia","ESS",7,"Essendon","GWS Giants"
2016,13,"Toby","Greene","GWS",7,"Essendon","GWS Giants"
2016,13,"Stephen","Coniglio","GWS",5,"Essendon","GWS Giants"
2016,13,"Brendon","Goddard","ESS",2,"Essendon","GWS Giants"
2016,13,"Heath","Shaw","GWS",1,"Essendon","GWS Giants"
2016,13,"Zach","Merrett","ESS",1,"Essendon","GWS Giants"
2016,14,"Matt","Crouch","ADEL",9,"Adelaide Crows","North Melbourne"
2016,14,"Rory","Sloane","ADEL",9,"Adelaide Crows","North Melbourne"
2016,14,"Scott","Thompson","ADEL",4,"Adelaide Crows","North Melbourne"
2016,14,"Tom","Lynch","ADEL",3,"Adelaide Crows","North Melbourne"
2016,14,"Ben","Cunnington","NMFC",2,"Adelaide Crows","North Melbourne"
2016,14,"Jake","Lever","ADEL",2,"Adelaide Crows","North Melbourne"
2016,14,"Daniel","Talia","ADEL",1,"Adelaide Crows","North Melbourne"
2016,14,"Brodie","Grundy","COLL",10,"Collingwood","Fremantle"
2016,14,"Adam","Treloar","COLL",8,"Collingwood","Fremantle"
2016,14,"Ben","Reid","COLL",3,"Collingwood","Fremantle"
2016,14,"Steele","Sidebottom","COLL",3,"Collingwood","Fremantle"
2016,14,"Jeremy","Howe","COLL",2,"Collingwood","Fremantle"
2016,14,"Scott","Pendlebury","COLL",2,"Collingwood","Fremantle"
2016,14,"Josh","Smith","COLL",1,"Collingwood","Fremantle"
2016,14,"Jack","Crisp","COLL",1,"Collingwood","Fremantle"
2016,14,"Dustin","Martin","RICH",10,"Richmond","Brisbane Lions"
2016,14,"Jack","Riewoldt","RICH",5,"Richmond","Brisbane Lions"
2016,14,"Shaun","Grigg","RICH",4,"Richmond","Brisbane Lions"
2016,14,"Nick","Vlastuin","RICH",3,"Richmond","Brisbane Lions"
2016,14,"Brandon","Ellis","RICH",3,"Richmond","Brisbane Lions"
2016,14,"Anthony","Miles","RICH",2,"Richmond","Brisbane Lions"
2016,14,"Trent","Cotchin","RICH",2,"Richmond","Brisbane Lions"
2016,14,"Connor","Menadue","RICH",1,"Richmond","Brisbane Lions"
2016,14,"Dylan","Shiel","GWS",10,"GWS Giants","Carlton"
2016,14,"Steve","Johnson","GWS",7,"GWS Giants","Carlton"
2016,14,"Zac","Williams","GWS",7,"GWS Giants","Carlton"
2016,14,"Callan","Ward","GWS",4,"GWS Giants","Carlton"
2016,14,"Stephen","Coniglio","GWS",2,"GWS Giants","Carlton"
2016,14,"Sebastian","Ross","STK",10,"St Kilda","Geelong Cats"
2016,14,"Jack","Steven","STK",7,"St Kilda","Geelong Cats"
2016,14,"Maverick","Weller","STK",5,"St Kilda","Geelong Cats"
2016,14,"Joel","Selwood","GEEL",4,"St Kilda","Geelong Cats"
2016,14,"Lachie","Henderson","GEEL",4,"St Kilda","Geelong Cats"
2016,14,"Sam","Mitchell","HAW",10,"Hawthorn","Gold Coast Suns"
2016,14,"Tom","J Lynch","GCFC",6,"Hawthorn","Gold Coast Suns"
2016,14,"Gary","Ablett","GCFC",6,"Hawthorn","Gold Coast Suns"
2016,14,"Grant","Birchall","HAW",3,"Hawthorn","Gold Coast Suns"
2016,14,"Jordan","Lewis","HAW",3,"Hawthorn","Gold Coast Suns"
2016,14,"Luke","Hodge","HAW",1,"Hawthorn","Gold Coast Suns"
2016,14,"Isaac","Smith","HAW",1,"Hawthorn","Gold Coast Suns"
2016,15,"Luke","Shuey","WCE",9,"West Coast Eagles","Essendon"
2016,15,"Andrew","Gaff","WCE",8,"West Coast Eagles","Essendon"
2016,15,"Patrick","McGinnity","WCE",5,"West Coast Eagles","Essendon"
2016,15,"Joe","Daniher","ESS",3,"West Coast Eagles","Essendon"
2016,15,"Shannon","Hurn","WCE",3,"West Coast Eagles","Essendon"
2016,15,"Jeremy","McGovern","WCE",2,"West Coast Eagles","Essendon"
2016,15,"Travis","Boak","PORT",9,"Port Adelaide","Richmond"
2016,15,"Jackson","Trengove","PORT",6,"Port Adelaide","Richmond"
2016,15,"Ollie","Wines","PORT",5,"Port Adelaide","Richmond"
2016,15,"Alex","Rance","RICH",5,"Port Adelaide","Richmond"
2016,15,"Kane","Mitchell","PORT",4,"Port Adelaide","Richmond"
2016,15,"Robbie","Gray","PORT",1,"Port Adelaide","Richmond"
2016,15,"Dion","Prestia","GCFC",9,"Gold Coast Suns","St Kilda"
2016,15,"Michael","Rischitelli","GCFC",8,"Gold Coast Suns","St Kilda"
2016,15,"Nick","Malceski","GCFC",5,"Gold Coast Suns","St Kilda"
2016,15,"Aaron","Hall","GCFC",4,"Gold Coast Suns","St Kilda"
2016,15,"Jarrod","Harbrow","GCFC",2,"Gold Coast Suns","St Kilda"
2016,15,"Steven","May","GCFC",2,"Gold Coast Suns","St Kilda"
2016,15,"Luke","Parker","SYD",8,"Sydney Swans","Western Bulldogs"
2016,15,"Marcus","Bontempelli","WB",8,"Sydney Swans","Western Bulldogs"
2016,15,"Lance","Franklin","SYD",5,"Sydney Swans","Western Bulldogs"
2016,15,"Josh","Kennedy","SYD",5,"Sydney Swans","Western Bulldogs"
2016,15,"Matthew","Boyd","WB",2,"Sydney Swans","Western Bulldogs"
2016,15,"Tom","Liberatore","WB",1,"Sydney Swans","Western Bulldogs"
2016,15,"Lachie","Hunter","WB",1,"Sydney Swans","Western Bulldogs"
2016,15,"Scott","Pendlebury","COLL",10,"Carlton","Collingwood"
2016,15,"Ben","Sinclair","COLL",7,"Carlton","Collingwood"
2016,15,"Ben","Reid","COLL",4,"Carlton","Collingwood"
2016,15,"Brodie","Grundy","COLL",4,"Carlton","Collingwood"
2016,15,"Kade","Simpson","CARL",3,"Carlton","Collingwood"
2016,15,"Sam","Docherty","CARL",1,"Carlton","Collingwood"
2016,15,"Ed","Curnow","CARL",1,"Carlton","Collingwood"
2016,15,"Rory","Laird","ADEL",10,"Melbourne","Adelaide Crows"
2016,15,"Jack","Watts","MELB",7,"Melbourne","Adelaide Crows"
2016,15,"Charlie","Cameron","ADEL",4,"Melbourne","Adelaide Crows"
2016,15,"Taylor","Walker","ADEL",4,"Melbourne","Adelaide Crows"
2016,15,"Rory","Sloane","ADEL",3,"Melbourne","Adelaide Crows"
2016,15,"Nathan","Jones","MELB",2,"Melbourne","Adelaide Crows"
2016,16,"Cyril","Rioli","HAW",9,"Port Adelaide","Hawthorn"
2016,16,"Luke","Hodge","HAW",8,"Port Adelaide","Hawthorn"
2016,16,"Sam","Mitchell","HAW",6,"Port Adelaide","Hawthorn"
2016,16,"Robbie","Gray","PORT",5,"Port Adelaide","Hawthorn"
2016,16,"Shaun","Burgoyne","HAW",1,"Port Adelaide","Hawthorn"
2016,16,"Jordan","Lewis","HAW",1,"Port Adelaide","Hawthorn"
2016,16,"Dane","Rampe","SYD",10,"Geelong Cats","Sydney Swans"
2016,16,"Kieren","Jack","SYD",8,"Geelong Cats","Sydney Swans"
2016,16,"Heath","Grundy","SYD",3,"Geelong Cats","Sydney Swans"
2016,16,"Patrick","Dangerfield","GEEL",3,"Geelong Cats","Sydney Swans"
2016,16,"Josh","Kennedy","SYD",3,"Geelong Cats","Sydney Swans"
2016,16,"Luke","Parker","SYD",2,"Geelong Cats","Sydney Swans"
2016,16,"Tom","Mitchell","SYD",1,"Geelong Cats","Sydney Swans"
2016,16,"Brodie","Grundy","COLL",9,"GWS Giants","Collingwood"
2016,16,"Taylor","Adams","COLL",8,"GWS Giants","Collingwood"
2016,16,"Travis","Cloke","COLL",6,"GWS Giants","Collingwood"
2016,16,"Steele","Sidebottom","COLL",5,"GWS Giants","Collingwood"
2016,16,"Josh","Kelly","GWS",1,"GWS Giants","Collingwood"
2016,16,"Jeremy","Howe","COLL",1,"GWS Giants","Collingwood"
2016,16,"Touk","Miller","GCFC",10,"Gold Coast Suns","Brisbane Lions"
2016,16,"Jarrod","Harbrow","GCFC",5,"Gold Coast Suns","Brisbane Lions"
2016,16,"Peter","Wright","GCFC",5,"Gold Coast Suns","Brisbane Lions"
2016,16,"Jack","Martin","GCFC",4,"Gold Coast Suns","Brisbane Lions"
2016,16,"Dion","Prestia","GCFC",4,"Gold Coast Suns","Brisbane Lions"
2016,16,"Tom","J Lynch","GCFC",1,"Gold Coast Suns","Brisbane Lions"
2016,16,"Eric","Hipwood","BL",1,"Gold Coast Suns","Brisbane Lions"
2016,16,"Jack","Watts","MELB",9,"Melbourne","Fremantle"
2016,16,"Jesse","Hogan","MELB",7,"Melbourne","Fremantle"
2016,16,"Max","Gawn","MELB",7,"Melbourne","Fremantle"
2016,16,"Jack","Viney","MELB",5,"Melbourne","Fremantle"
2016,16,"Tom","McDonald","MELB",2,"Melbourne","Fremantle"
2016,16,"Marcus","Bontempelli","WB",10,"Western Bulldogs","Richmond"
2016,16,"Dustin","Martin","RICH",8,"Western Bulldogs","Richmond"
2016,16,"Easton","Wood","WB",4,"Western Bulldogs","Richmond"
2016,16,"Jack","Macrae","WB",3,"Western Bulldogs","Richmond"
2016,16,"Matthew","Boyd","WB",2,"Western Bulldogs","Richmond"
2016,16,"Lachie","Hunter","WB",2,"Western Bulldogs","Richmond"
2016,16,"Trent","Cotchin","RICH",1,"Western Bulldogs","Richmond"
2016,16,"Rory","Laird","ADEL",9,"Carlton","Adelaide Crows"
2016,16,"Rory","Sloane","ADEL",9,"Carlton","Adelaide Crows"
2016,16,"Daniel","Talia","ADEL",5,"Carlton","Adelaide Crows"
2016,16,"Sam","Jacobs","ADEL",5,"Carlton","Adelaide Crows"
2016,16,"Dennis","Armfield","CARL",1,"Carlton","Adelaide Crows"
2016,16,"Brad","Crouch","ADEL",1,"Carlton","Adelaide Crows"
2016,16,"Josh","J Kennedy","WCE",8,"West Coast Eagles","North Melbourne"
2016,16,"Luke","Shuey","WCE",6,"West Coast Eagles","North Melbourne"
2016,16,"Jeremy","McGovern","WCE",6,"West Coast Eagles","North Melbourne"
2016,16,"Todd","Goldstein","NMFC",4,"West Coast Eagles","North Melbourne"
2016,16,"Jamie","Cripps","WCE",3,"West Coast Eagles","North Melbourne"
2016,16,"Shannon","Hurn","WCE",2,"West Coast Eagles","North Melbourne"
2016,16,"Ben","Brown","NMFC",1,"West Coast Eagles","North Melbourne"
2016,16,"Jack","Steven","STK",10,"Essendon","St Kilda"
2016,16,"Zach","Merrett","ESS",8,"Essendon","St Kilda"
2016,16,"Tim","Membrey","STK",4,"Essendon","St Kilda"
2016,16,"Jarryn","Geary","STK",3,"Essendon","St Kilda"
2016,16,"Orazio","Fantasia","ESS",2,"Essendon","St Kilda"
2016,16,"Brendon","Goddard","ESS",2,"Essendon","St Kilda"
2016,16,"Tom","Hickey","STK",1,"Essendon","St Kilda"
2016,17,"Sam","Mitchell","HAW",8,"Sydney Swans","Hawthorn"
2016,17,"Luke","Parker","SYD",6,"Sydney Swans","Hawthorn"
2016,17,"Shaun","Burgoyne","HAW",6,"Sydney Swans","Hawthorn"
2016,17,"Gary","Rohan","SYD",5,"Sydney Swans","Hawthorn"
